task_id,department,task,latitude,longitude,start_time,end_time,inventory_used,inventory_count,task_type,task_status,task_description,optimization_suggestion,similar_tasks
166,Finance,Maintenance,-56.073519,135.074943,13-06-2024 07:10,13-06-2024 09:10,Laptop,7,Report,Completed,Training on new software,Merge with task 18,[18]
167,Agriculture,Presentation,30.964255,133.99647,15-03-2024 10:29,15-03-2024 14:29,Laptop,7,Training,Completed,Presentation preparation for stakeholders,Merge with task 15,[15]
168,Transport,Presentation,-32.597335,35.250363,06-04-2024 16:17,06-04-2024 22:17,Projector,5,Maintenance,Planned,Presentation preparation for stakeholders,Reschedule task 106,[106]
169,Transport,Presentation,68.3485,148.16796,10-02-2024 01:14,10-02-2024 08:14,Scanner,8,Construction,Ongoing,Report generation for annual review,Merge with task 105,"[107, 105]"
170,Education,Presentation,-4.766612,125.762736,15-07-2024 15:20,15-07-2024 20:20,Projector,8,Construction,Planned,Report generation for annual review,Reschedule task 136,"[143, 136, 35]"
171,Agriculture,Maintenance,26.407053,152.001398,06-09-2024 09:03,06-09-2024 15:03,Laptop,9,Maintenance,Completed,Maintenance of office equipment,Merge with task 19,"[155, 11, 19]"
172,Health,Training,-3.709043,133.010587,10-03-2024 11:50,10-03-2024 17:50,Whiteboard,1,Maintenance,Completed,Meeting to discuss quarterly budget,Reschedule task 63,"[63, 155, 53]"
173,Health,Maintenance,49.592499,-42.961772,12-09-2024 21:46,13-09-2024 03:46,Whiteboard,5,Administrative,Planned,Report generation for annual review,None,"[26, 121, 82]"
174,Transport,Maintenance,-15.492569,22.508902,04-04-2024 05:36,04-04-2024 09:36,Projector,1,Administrative,Planned,Presentation preparation for stakeholders,Reschedule task 40,"[76, 40, 51]"
175,Finance,Training,-0.125733,55.658868,16-05-2024 02:28,16-05-2024 08:28,Whiteboard,8,Training,Ongoing,Training on new software,None,"[44, 36]"
176,Finance,Training,75.04189,15.169268,23-04-2024 00:26,23-04-2024 01:26,Scanner,1,Construction,Planned,Meeting to discuss quarterly budget,None,[]
177,Transport,Training,61.658049,-96.683979,07-06-2024 09:36,07-06-2024 12:36,Laptop,4,Report,Ongoing,Maintenance of office equipment,None,[]
178,Agriculture,Presentation,74.295262,57.342363,29-07-2024 01:07,29-07-2024 02:07,Laptop,9,Report,Ongoing,Meeting to discuss quarterly budget,None,[]
179,Finance,Maintenance,6.432859,-76.792127,21-03-2024 04:15,21-03-2024 11:15,Projector,2,Construction,Planned,Training on new software,Reallocate resources,[50]
180,Agriculture,Maintenance,-41.881547,-37.117288,11-11-2023 04:10,11-11-2023 10:10,Printer,8,Report,Completed,Training on new software,Reallocate resources,"[176, 21]"
181,Education,Meeting,-17.049906,-44.218955,23-08-2024 17:02,24-08-2024 01:02,Laptop,1,Maintenance,Completed,Report generation for annual review,None,"[166, 85, 145]"
182,Finance,Presentation,75.447399,-97.284061,25-01-2024 22:24,26-01-2024 06:24,Whiteboard,1,Construction,Planned,Maintenance of office equipment,None,[]
183,Agriculture,Maintenance,-87.181543,-105.423078,12-11-2023 11:23,12-11-2023 14:23,Printer,2,Administrative,Completed,Presentation preparation for stakeholders,None,[146]
184,Finance,Presentation,-30.288629,92.019335,08-04-2024 07:31,08-04-2024 10:31,Laptop,9,Administrative,Completed,Meeting to discuss quarterly budget,Reallocate resources,"[60, 20, 88]"
185,Transport,Presentation,-18.593451,98.47977,21-06-2024 09:08,21-06-2024 10:08,Whiteboard,8,Training,Completed,Maintenance of office equipment,Reallocate resources,"[111, 48, 175]"
186,Education,Meeting,48.990133,-73.663387,27-10-2023 19:59,27-10-2023 23:59,Laptop,2,Administrative,Completed,Report generation for annual review,Reschedule task 100,[100]
187,Education,Meeting,79.732841,-19.895089,06-08-2024 22:02,07-08-2024 03:02,Laptop,3,Construction,Completed,Report generation for annual review,Merge with task 143,"[143, 132, 105]"
188,Education,Presentation,-73.248433,35.295767,09-04-2024 21:04,10-04-2024 03:04,Printer,1,Administrative,Ongoing,Report generation for annual review,None,[]
189,Transport,Training,12.952878,-118.950148,04-11-2023 04:33,04-11-2023 11:33,Projector,3,Administrative,Ongoing,Maintenance of office equipment,Reschedule task 17,"[38, 17, 43]"
190,Education,Report,50.879992,-49.995032,16-02-2024 16:19,16-02-2024 20:19,Printer,10,Report,Completed,Report generation for annual review,None,[]
191,Transport,Maintenance,-88.781874,-37.550888,30-06-2024 08:13,30-06-2024 15:13,Whiteboard,8,Administrative,Ongoing,Presentation preparation for stakeholders,Reschedule task 77,[77]
192,Education,Maintenance,-58.025291,-36.63375,28-12-2023 22:51,29-12-2023 04:51,Whiteboard,8,Report,Completed,Maintenance of office equipment,Merge with task 94,"[72, 101, 94]"
193,Health,Presentation,89.507687,-115.226203,12-11-2023 21:07,12-11-2023 22:07,Printer,4,Training,Ongoing,Meeting to discuss quarterly budget,Reallocate resources,"[173, 128, 36]"
194,Health,Maintenance,28.559334,77.485101,28-09-2023 08:53,28-09-2023 15:53,Laptop,8,Report,Ongoing,Presentation preparation for stakeholders,Reschedule task 137,"[137, 130, 178]"
195,Agriculture,Presentation,16.88759,149.18445,05-11-2023 05:17,05-11-2023 07:17,Projector,6,Maintenance,Planned,Presentation preparation for stakeholders,None,[]
196,Education,Report,84.026004,-60.625187,05-03-2024 06:35,05-03-2024 13:35,Laptop,1,Construction,Ongoing,Training on new software,Reschedule task 115,[115]
197,Health,Presentation,-62.865912,179.172981,05-05-2024 06:25,05-05-2024 14:25,Laptop,5,Training,Completed,Meeting to discuss quarterly budget,Reschedule task 90,[90]
198,Education,Presentation,-3.07332,-8.581489,12-10-2023 00:39,12-10-2023 08:39,Printer,6,Construction,Ongoing,Meeting to discuss quarterly budget,None,[]
199,Education,Maintenance,26.634585,63.77016,31-03-2024 16:18,31-03-2024 19:18,Projector,9,Maintenance,Planned,Training on new software,None,"[144, 110]"
200,Health,Report,23.356857,-112.900707,24-07-2024 07:54,24-07-2024 14:54,Printer,1,Report,Completed,Report generation for annual review,Merge with task 2,"[100, 2, 181]"
201,Finance,Presentation,-71.684631,133.912559,29-11-2023 02:18,29-11-2023 05:18,Whiteboard,6,Maintenance,Ongoing,Meeting to discuss quarterly budget,Reallocate resources,"[172, 126]"
202,Education,Presentation,-20.044933,-38.684158,01-02-2024 05:15,01-02-2024 07:15,Whiteboard,6,Training,Planned,Training on new software,Merge with task 158,"[158, 152]"
203,Agriculture,Meeting,-47.056909,-137.898395,28-01-2024 23:48,29-01-2024 05:48,Projector,9,Training,Ongoing,Presentation preparation for stakeholders,Reschedule task 148,[148]
204,Finance,Presentation,34.817927,52.293634,10-12-2023 19:11,10-12-2023 22:11,Scanner,3,Training,Ongoing,Training on new software,None,[81]
205,Health,Meeting,65.794002,162.663102,04-12-2023 18:47,05-12-2023 02:47,Projector,4,Training,Planned,Presentation preparation for stakeholders,Reschedule task 176,"[105, 176, 126]"
206,Agriculture,Training,-75.119287,-168.890146,29-12-2023 02:50,29-12-2023 06:50,Whiteboard,1,Administrative,Completed,Presentation preparation for stakeholders,Reschedule task 200,"[44, 200]"
207,Finance,Presentation,-69.622021,-138.885606,14-08-2024 09:01,14-08-2024 15:01,Scanner,1,Training,Planned,Training on new software,None,"[27, 189, 168]"
208,Agriculture,Meeting,-9.048178,-54.512288,13-11-2023 06:04,13-11-2023 08:04,Printer,2,Maintenance,Completed,Presentation preparation for stakeholders,Reallocate resources,"[182, 157]"
209,Health,Presentation,-64.937706,-105.616924,02-09-2024 13:52,02-09-2024 17:52,Laptop,10,Administrative,Planned,Maintenance of office equipment,None,[83]
210,Agriculture,Maintenance,13.092404,162.863044,07-04-2024 06:23,07-04-2024 08:23,Projector,7,Construction,Ongoing,Training on new software,Merge with task 64,[64]
211,Agriculture,Report,-1.897429,27.873191,27-06-2024 23:55,28-06-2024 04:55,Printer,7,Training,Completed,Meeting to discuss quarterly budget,Reallocate resources,"[132, 192, 72]"
212,Education,Report,81.045734,-62.175859,09-09-2024 22:40,09-09-2024 23:40,Laptop,8,Administrative,Completed,Presentation preparation for stakeholders,Reschedule task 110,"[56, 110, 55]"
213,Transport,Maintenance,8.515896,-132.98607,17-07-2024 10:08,17-07-2024 18:08,Whiteboard,1,Construction,Completed,Report generation for annual review,None,[]
214,Transport,Training,-10.568529,-179.756665,03-02-2024 20:52,04-02-2024 03:52,Projector,3,Administrative,Completed,Maintenance of office equipment,None,[]
215,Transport,Maintenance,-75.164304,59.223172,28-10-2023 13:22,28-10-2023 16:22,Laptop,7,Administrative,Planned,Training on new software,Merge with task 168,"[168, 24, 181]"
216,Agriculture,Meeting,-66.114037,-98.57129,29-10-2023 12:22,29-10-2023 20:22,Laptop,1,Administrative,Completed,Report generation for annual review,Merge with task 123,[123]
217,Education,Meeting,-71.423724,-47.677792,17-02-2024 11:55,17-02-2024 16:55,Projector,7,Maintenance,Planned,Training on new software,None,[]
218,Education,Presentation,-88.474546,54.007277,24-09-2023 00:54,24-09-2023 08:54,Whiteboard,4,Maintenance,Ongoing,Presentation preparation for stakeholders,Merge with task 56,"[56, 23, 26]"
219,Health,Report,-26.723585,-25.420053,24-08-2024 18:50,24-08-2024 21:50,Projector,5,Construction,Completed,Presentation preparation for stakeholders,Merge with task 177,"[200, 177]"
220,Health,Presentation,19.246837,-112.087252,22-06-2024 16:29,22-06-2024 23:29,Whiteboard,1,Maintenance,Ongoing,Report generation for annual review,None,[]
221,Agriculture,Report,24.854819,-154.435679,12-09-2024 19:38,12-09-2024 20:38,Whiteboard,6,Maintenance,Ongoing,Presentation preparation for stakeholders,Merge with task 140,"[94, 140, 175]"
222,Agriculture,Meeting,15.725429,-175.034367,05-07-2024 15:51,05-07-2024 19:51,Laptop,1,Training,Planned,Maintenance of office equipment,Merge with task 103,"[109, 180, 103]"
223,Transport,Presentation,-62.51752,-149.905053,26-09-2023 11:38,26-09-2023 13:38,Scanner,4,Maintenance,Planned,Maintenance of office equipment,None,"[151, 163, 196]"
224,Health,Maintenance,35.761659,82.785016,27-08-2024 06:44,27-08-2024 10:44,Laptop,4,Construction,Ongoing,Meeting to discuss quarterly budget,Reschedule task 15,"[157, 156, 15]"
225,Health,Meeting,-87.720305,-130.603753,11-11-2023 15:10,11-11-2023 16:10,Projector,8,Administrative,Planned,Presentation preparation for stakeholders,Merge with task 96,"[43, 96]"
226,Agriculture,Meeting,-29.698015,-25.443155,11-06-2024 22:06,12-06-2024 00:06,Whiteboard,10,Construction,Ongoing,Report generation for annual review,None,"[15, 128]"
227,Health,Maintenance,-61.684203,98.398423,19-05-2024 20:02,19-05-2024 22:02,Projector,9,Construction,Completed,Meeting to discuss quarterly budget,Reschedule task 12,[12]
228,Transport,Training,77.608814,128.694671,17-11-2023 20:28,18-11-2023 03:28,Projector,6,Maintenance,Ongoing,Maintenance of office equipment,Reallocate resources,"[212, 20]"
229,Finance,Presentation,31.198629,-161.038026,24-10-2023 11:53,24-10-2023 15:53,Scanner,1,Training,Completed,Report generation for annual review,Reschedule task 199,"[199, 217]"
230,Transport,Report,-88.565549,-107.758385,13-08-2024 05:59,13-08-2024 10:59,Scanner,4,Training,Ongoing,Presentation preparation for stakeholders,None,"[198, 199, 51]"
231,Education,Training,-62.898052,155.663112,19-03-2024 06:41,19-03-2024 07:41,Projector,9,Administrative,Planned,Meeting to discuss quarterly budget,Reallocate resources,"[1, 195]"
232,Education,Meeting,-53.065013,173.921667,23-07-2024 16:22,23-07-2024 23:22,Printer,1,Maintenance,Planned,Maintenance of office equipment,None,[]
233,Education,Training,71.511745,7.113319,24-03-2024 03:14,24-03-2024 09:14,Printer,2,Report,Completed,Presentation preparation for stakeholders,None,[164]
234,Health,Presentation,12.207731,-23.406164,07-08-2024 21:14,08-08-2024 00:14,Projector,5,Administrative,Ongoing,Report generation for annual review,Merge with task 82,"[82, 116]"
235,Transport,Training,50.388657,30.494893,05-02-2024 06:40,05-02-2024 09:40,Laptop,3,Training,Ongoing,Maintenance of office equipment,None,"[31, 138, 92]"
236,Agriculture,Report,-34.504611,-84.597146,28-08-2024 19:35,28-08-2024 21:35,Laptop,3,Administrative,Planned,Presentation preparation for stakeholders,None,[]
237,Health,Maintenance,-63.301716,76.016663,24-08-2024 05:17,24-08-2024 11:17,Printer,9,Construction,Planned,Maintenance of office equipment,Merge with task 45,"[210, 45]"
238,Finance,Presentation,44.65412,-90.053054,26-07-2024 07:08,26-07-2024 15:08,Laptop,3,Construction,Completed,Meeting to discuss quarterly budget,Merge with task 34,[34]
239,Finance,Meeting,14.818284,-86.824565,08-04-2024 05:06,08-04-2024 07:06,Laptop,2,Maintenance,Planned,Report generation for annual review,None,[24]
240,Education,Meeting,-82.314663,-14.041828,16-06-2024 19:57,16-06-2024 22:57,Scanner,7,Training,Ongoing,Meeting to discuss quarterly budget,Reschedule task 175,"[175, 110, 45]"
241,Health,Maintenance,-9.717942,-126.492693,23-04-2024 04:34,23-04-2024 08:34,Whiteboard,8,Training,Planned,Report generation for annual review,None,[]
242,Health,Maintenance,-21.05725,-29.075464,21-04-2024 09:01,21-04-2024 13:01,Scanner,1,Training,Planned,Maintenance of office equipment,Reschedule task 125,"[140, 201, 125]"
243,Health,Maintenance,-20.091371,-115.266285,13-06-2024 05:11,13-06-2024 11:11,Scanner,4,Construction,Ongoing,Meeting to discuss quarterly budget,Reallocate resources,"[136, 92, 197]"
244,Finance,Training,-71.975819,56.471192,11-11-2023 15:57,11-11-2023 20:57,Scanner,1,Maintenance,Planned,Report generation for annual review,None,"[240, 215]"
245,Health,Training,-47.420796,-65.518427,29-09-2023 05:46,29-09-2023 11:46,Scanner,1,Administrative,Planned,Presentation preparation for stakeholders,None,[145]
246,Agriculture,Presentation,-34.370447,-3.442889,01-02-2024 05:13,01-02-2024 07:13,Laptop,4,Report,Completed,Meeting to discuss quarterly budget,Reallocate resources,"[1, 85, 235]"
247,Education,Maintenance,39.048774,150.761083,09-08-2024 11:08,09-08-2024 17:08,Laptop,1,Maintenance,Planned,Training on new software,None,[]
248,Health,Maintenance,82.900575,-45.507319,03-12-2023 22:07,04-12-2023 05:07,Scanner,2,Administrative,Ongoing,Maintenance of office equipment,None,[41]
249,Finance,Report,26.852448,-117.287038,10-12-2023 13:54,10-12-2023 19:54,Projector,10,Maintenance,Ongoing,Maintenance of office equipment,None,"[33, 46]"
250,Education,Report,63.136254,97.498941,09-02-2024 16:31,09-02-2024 17:31,Projector,10,Administrative,Planned,Training on new software,None,[]
251,Agriculture,Training,-30.389683,-151.98961,04-10-2023 19:31,05-10-2023 01:31,Whiteboard,3,Construction,Planned,Maintenance of office equipment,Merge with task 3,"[3, 68, 54]"
252,Finance,Maintenance,51.663601,79.348892,06-06-2024 21:53,06-06-2024 22:53,Printer,8,Training,Completed,Report generation for annual review,Reallocate resources,"[226, 97, 90]"
253,Agriculture,Report,51.971399,28.099977,16-06-2024 04:52,16-06-2024 08:52,Projector,8,Construction,Completed,Maintenance of office equipment,None,[]
254,Health,Maintenance,81.299184,-153.287855,10-07-2024 06:06,10-07-2024 09:06,Printer,3,Construction,Planned,Meeting to discuss quarterly budget,Reallocate resources,"[153, 253]"
255,Agriculture,Meeting,-12.3618,55.308663,19-10-2023 11:27,19-10-2023 18:27,Projector,1,Construction,Ongoing,Training on new software,Reallocate resources,[105]
256,Finance,Maintenance,28.907621,-72.935767,31-12-2023 06:17,31-12-2023 08:17,Laptop,7,Report,Planned,Report generation for annual review,Reschedule task 14,[14]
257,Finance,Maintenance,58.301515,45.032743,11-10-2023 23:01,12-10-2023 07:01,Projector,2,Construction,Completed,Training on new software,None,"[42, 243]"
258,Health,Report,-5.229998,142.155894,02-05-2024 04:58,02-05-2024 09:58,Laptop,9,Training,Completed,Maintenance of office equipment,Merge with task 96,"[190, 96, 229]"
259,Transport,Maintenance,-49.27639,-83.317682,17-07-2024 15:17,17-07-2024 16:17,Projector,2,Construction,Planned,Maintenance of office equipment,None,"[117, 32, 199]"
260,Education,Presentation,33.672228,157.090117,08-01-2024 04:13,08-01-2024 08:13,Printer,5,Construction,Ongoing,Meeting to discuss quarterly budget,None,[62]
261,Health,Training,80.831067,-119.820677,07-02-2024 18:49,07-02-2024 22:49,Projector,3,Construction,Ongoing,Meeting to discuss quarterly budget,Reschedule task 133,"[104, 76, 133]"
262,Agriculture,Meeting,-20.142152,-36.952202,09-04-2024 11:32,09-04-2024 17:32,Whiteboard,9,Training,Completed,Presentation preparation for stakeholders,Merge with task 77,"[58, 213, 77]"
263,Transport,Meeting,76.48707,22.566153,14-06-2024 12:15,14-06-2024 14:15,Whiteboard,9,Administrative,Ongoing,Maintenance of office equipment,Merge with task 243,"[249, 243, 20]"
264,Transport,Presentation,19.557948,69.718051,13-02-2024 16:38,13-02-2024 17:38,Printer,6,Maintenance,Completed,Report generation for annual review,Reschedule task 11,"[191, 11]"
265,Finance,Maintenance,61.712382,128.964522,06-09-2024 09:51,06-09-2024 11:51,Projector,3,Administrative,Planned,Report generation for annual review,Reallocate resources,"[138, 214]"
266,Education,Training,-10.491012,148.83581,18-08-2024 20:52,19-08-2024 03:52,Printer,9,Administrative,Completed,Presentation preparation for stakeholders,Reschedule task 34,[34]
267,Education,Presentation,68.279866,-169.578663,28-02-2024 23:44,29-02-2024 03:44,Projector,1,Maintenance,Completed,Report generation for annual review,None,[]
268,Transport,Training,-40.68405,116.462265,01-02-2024 13:51,01-02-2024 20:51,Laptop,1,Maintenance,Ongoing,Report generation for annual review,Reschedule task 243,"[91, 243, 180]"
269,Agriculture,Maintenance,-85.058912,-162.125625,12-03-2024 04:25,12-03-2024 08:25,Projector,4,Maintenance,Ongoing,Report generation for annual review,None,[]
270,Transport,Report,74.072779,53.05376,04-02-2024 00:20,04-02-2024 01:20,Projector,5,Report,Ongoing,Maintenance of office equipment,Merge with task 179,"[193, 179, 236]"
271,Health,Presentation,58.375948,-37.025086,09-01-2024 11:22,09-01-2024 13:22,Laptop,9,Administrative,Planned,Presentation preparation for stakeholders,Reschedule task 56,"[153, 56]"
272,Education,Maintenance,65.068488,-85.987113,25-12-2023 07:22,25-12-2023 12:22,Projector,3,Report,Completed,Meeting to discuss quarterly budget,Reallocate resources,"[164, 72, 14]"
273,Health,Maintenance,73.244081,-34.344398,23-10-2023 22:15,23-10-2023 23:15,Scanner,10,Maintenance,Ongoing,Training on new software,None,"[184, 260, 154]"
274,Finance,Training,-37.11887,-10.518886,23-05-2024 15:38,23-05-2024 20:38,Scanner,3,Administrative,Planned,Meeting to discuss quarterly budget,Merge with task 182,[182]
275,Finance,Maintenance,-23.097163,30.80545,28-04-2024 19:49,29-04-2024 03:49,Laptop,8,Construction,Planned,Presentation preparation for stakeholders,None,[]
276,Health,Training,0.085927,132.299192,17-01-2024 00:59,17-01-2024 07:59,Scanner,5,Training,Completed,Training on new software,Reschedule task 103,[103]
277,Education,Maintenance,65.23091,-115.071563,14-08-2024 14:11,14-08-2024 16:11,Printer,6,Maintenance,Ongoing,Meeting to discuss quarterly budget,None,[]
278,Agriculture,Maintenance,-52.311174,98.475218,24-05-2024 12:47,24-05-2024 15:47,Printer,2,Maintenance,Planned,Report generation for annual review,Reschedule task 207,"[207, 220, 245]"
279,Education,Training,41.518633,162.024702,08-01-2024 04:37,08-01-2024 10:37,Scanner,4,Construction,Planned,Meeting to discuss quarterly budget,Reallocate resources,[116]
280,Transport,Maintenance,-66.792456,-41.921829,05-11-2023 19:20,06-11-2023 00:20,Projector,2,Construction,Ongoing,Maintenance of office equipment,Reschedule task 173,"[267, 269, 173]"
281,Education,Maintenance,89.305005,-3.535674,03-10-2023 07:32,03-10-2023 11:32,Projector,7,Construction,Completed,Training on new software,None,[109]
282,Agriculture,Presentation,-59.582746,-48.027077,17-04-2024 03:30,17-04-2024 04:30,Printer,5,Report,Planned,Meeting to discuss quarterly budget,None,[]
283,Finance,Meeting,-81.31769,-138.315663,17-04-2024 13:12,17-04-2024 21:12,Printer,2,Report,Ongoing,Report generation for annual review,Reallocate resources,[106]
284,Agriculture,Maintenance,-14.243138,-143.647255,08-03-2024 08:06,08-03-2024 13:06,Scanner,10,Maintenance,Ongoing,Meeting to discuss quarterly budget,None,[]
285,Finance,Meeting,51.256812,-0.813937,03-01-2024 22:57,04-01-2024 02:57,Whiteboard,9,Maintenance,Ongoing,Report generation for annual review,Reallocate resources,"[83, 21]"
286,Transport,Report,-30.491349,-179.01432,12-12-2023 23:59,13-12-2023 01:59,Laptop,10,Training,Completed,Meeting to discuss quarterly budget,None,[]
287,Transport,Maintenance,25.980622,-15.569555,23-01-2024 07:11,23-01-2024 12:11,Whiteboard,8,Construction,Completed,Training on new software,None,[]
288,Transport,Maintenance,54.287298,-67.425441,07-01-2024 22:57,08-01-2024 00:57,Laptop,1,Construction,Completed,Training on new software,None,"[184, 225]"
289,Agriculture,Meeting,-22.928012,-56.61982,24-11-2023 23:56,25-11-2023 01:56,Printer,7,Training,Ongoing,Report generation for annual review,Merge with task 58,"[216, 86, 58]"
290,Transport,Training,-71.331641,148.041634,16-08-2024 04:02,16-08-2024 12:02,Scanner,8,Maintenance,Planned,Report generation for annual review,Reschedule task 67,"[15, 67]"
291,Transport,Report,-10.676182,-157.199023,09-09-2024 12:06,09-09-2024 18:06,Laptop,9,Report,Planned,Presentation preparation for stakeholders,Reallocate resources,[174]
292,Finance,Meeting,-12.087377,81.594709,11-02-2024 01:32,11-02-2024 09:32,Whiteboard,7,Maintenance,Planned,Presentation preparation for stakeholders,None,[]
293,Agriculture,Training,1.002163,-11.055983,07-07-2024 19:27,08-07-2024 03:27,Projector,2,Training,Ongoing,Training on new software,Reallocate resources,"[143, 26]"
294,Health,Report,-17.410141,-95.4,15-03-2024 20:08,16-03-2024 04:08,Printer,10,Training,Completed,Report generation for annual review,None,"[162, 61, 255]"
295,Agriculture,Meeting,-17.380861,-167.100504,12-04-2024 14:07,12-04-2024 15:07,Laptop,10,Report,Planned,Maintenance of office equipment,None,[234]
296,Finance,Meeting,56.985964,123.954278,10-07-2024 19:09,11-07-2024 01:09,Scanner,10,Report,Ongoing,Maintenance of office equipment,Merge with task 50,"[59, 50, 114]"
297,Transport,Presentation,3.957316,72.754579,07-09-2024 15:31,07-09-2024 16:31,Projector,8,Maintenance,Planned,Report generation for annual review,None,[]
298,Finance,Presentation,-54.734136,-136.531509,20-08-2024 00:02,20-08-2024 07:02,Projector,8,Maintenance,Planned,Maintenance of office equipment,None,[]
299,Health,Meeting,76.792775,121.487845,31-12-2023 06:10,31-12-2023 08:10,Printer,8,Report,Planned,Training on new software,Reallocate resources,"[3, 272, 25]"
300,Finance,Presentation,-3.072247,2.999844,27-12-2023 18:33,27-12-2023 21:33,Scanner,3,Maintenance,Completed,Report generation for annual review,Reschedule task 259,"[259, 197]"
301,Health,Report,83.446837,169.376994,27-11-2023 06:19,27-11-2023 14:19,Projector,3,Training,Planned,Presentation preparation for stakeholders,None,"[281, 161]"
302,Finance,Training,-53.839965,44.700332,13-11-2023 05:45,13-11-2023 10:45,Whiteboard,3,Maintenance,Planned,Presentation preparation for stakeholders,Reallocate resources,"[60, 181]"
303,Education,Presentation,79.681257,75.644507,03-01-2024 04:08,03-01-2024 09:08,Printer,1,Report,Completed,Meeting to discuss quarterly budget,Merge with task 75,"[75, 28, 29]"
304,Agriculture,Maintenance,-63.64289,-157.668183,14-10-2023 07:04,14-10-2023 12:04,Projector,9,Construction,Ongoing,Report generation for annual review,None,[]
305,Agriculture,Presentation,65.671467,87.268585,12-01-2024 08:45,12-01-2024 15:45,Projector,9,Administrative,Planned,Meeting to discuss quarterly budget,None,"[199, 214, 161]"
306,Finance,Meeting,43.860594,-106.8886,15-04-2024 15:16,15-04-2024 23:16,Projector,6,Report,Planned,Presentation preparation for stakeholders,Merge with task 100,[100]
307,Agriculture,Training,83.245545,84.628615,07-10-2023 13:31,07-10-2023 15:31,Printer,1,Training,Ongoing,Presentation preparation for stakeholders,Reallocate resources,"[67, 83]"
308,Agriculture,Meeting,-30.498698,75.488147,15-08-2024 21:19,16-08-2024 00:19,Laptop,3,Administrative,Planned,Meeting to discuss quarterly budget,Reallocate resources,"[252, 294]"
309,Agriculture,Maintenance,4.571112,164.515578,04-06-2024 19:46,04-06-2024 21:46,Scanner,3,Training,Planned,Presentation preparation for stakeholders,None,"[48, 179, 114]"
310,Health,Maintenance,-25.056392,-101.359697,01-01-2024 23:51,02-01-2024 07:51,Scanner,1,Construction,Planned,Maintenance of office equipment,Reallocate resources,"[124, 125, 21]"
311,Education,Report,74.867837,160.195561,24-08-2024 01:10,24-08-2024 08:10,Whiteboard,9,Administrative,Completed,Presentation preparation for stakeholders,Reschedule task 264,"[264, 261]"
312,Transport,Training,-32.343704,-150.355639,23-01-2024 11:56,23-01-2024 13:56,Projector,9,Report,Completed,Meeting to discuss quarterly budget,None,[110]
313,Health,Meeting,-52.995678,118.349522,04-09-2024 17:18,05-09-2024 00:18,Laptop,3,Construction,Ongoing,Maintenance of office equipment,None,[]
314,Finance,Meeting,-80.231747,105.917323,10-10-2023 04:32,10-10-2023 06:32,Scanner,4,Administrative,Ongoing,Report generation for annual review,Merge with task 162,"[208, 222, 162]"
315,Education,Presentation,-88.938193,79.302845,18-04-2024 12:54,18-04-2024 14:54,Scanner,1,Construction,Ongoing,Presentation preparation for stakeholders,None,[]
316,Finance,Maintenance,19.181851,-78.65372,09-10-2023 10:00,09-10-2023 18:00,Printer,7,Construction,Ongoing,Training on new software,None,[70]
317,Education,Maintenance,82.824168,-128.132807,09-06-2024 23:54,10-06-2024 05:54,Laptop,9,Report,Completed,Meeting to discuss quarterly budget,None,[]
318,Education,Presentation,17.39788,13.374737,11-03-2024 08:12,11-03-2024 10:12,Whiteboard,4,Administrative,Completed,Report generation for annual review,Merge with task 83,[83]
319,Finance,Meeting,-57.355563,107.877619,01-05-2024 06:14,01-05-2024 07:14,Scanner,8,Report,Completed,Maintenance of office equipment,None,[]
320,Health,Meeting,-54.464833,29.014435,19-06-2024 16:17,19-06-2024 22:17,Whiteboard,3,Maintenance,Completed,Maintenance of office equipment,None,[]
321,Finance,Maintenance,-2.544979,-61.795412,03-03-2024 01:19,03-03-2024 06:19,Scanner,3,Report,Planned,Maintenance of office equipment,Merge with task 220,"[220, 87]"
322,Agriculture,Report,-40.19763,-50.58504,29-02-2024 20:57,01-03-2024 02:57,Printer,8,Training,Ongoing,Maintenance of office equipment,Reallocate resources,"[283, 56, 90]"
323,Agriculture,Maintenance,64.568458,-129.599399,07-08-2024 03:56,07-08-2024 07:56,Whiteboard,2,Construction,Completed,Presentation preparation for stakeholders,None,[]
324,Agriculture,Presentation,-17.075796,32.413072,11-06-2024 05:04,11-06-2024 06:04,Scanner,5,Report,Planned,Report generation for annual review,Reschedule task 188,[188]
325,Health,Report,0.202171,-147.400551,13-04-2024 14:55,13-04-2024 20:55,Scanner,1,Maintenance,Planned,Training on new software,Merge with task 229,[229]
326,Agriculture,Maintenance,-82.724431,94.130056,19-02-2024 10:13,19-02-2024 14:13,Laptop,5,Administrative,Completed,Meeting to discuss quarterly budget,None,[266]
327,Agriculture,Report,-5.458639,-16.328358,30-08-2024 02:35,30-08-2024 03:35,Laptop,6,Construction,Planned,Presentation preparation for stakeholders,Reallocate resources,"[135, 297]"
328,Finance,Report,27.661556,-48.49316,04-08-2024 19:11,04-08-2024 21:11,Scanner,5,Training,Completed,Presentation preparation for stakeholders,None,"[181, 177, 250]"
329,Education,Meeting,0.330657,-129.971409,18-07-2024 10:07,18-07-2024 13:07,Projector,2,Report,Planned,Maintenance of office equipment,Merge with task 77,[77]
330,Health,Meeting,28.999736,-30.739073,30-07-2024 09:47,30-07-2024 15:47,Laptop,8,Training,Ongoing,Training on new software,Merge with task 211,[211]
331,Finance,Presentation,16.622579,-131.499343,13-06-2024 15:35,13-06-2024 16:35,Scanner,3,Construction,Completed,Maintenance of office equipment,None,[265]
